"id","name","dynasty","lifetime","pinyin"
"29552","李洞","6","李洞，字才江，人，诸王孙也。慕贾岛为诗，铸其像，事之如神。时人但诮其僻涩，而不能贵其奇峭，唯吴融称之。昭宗时不第，游蜀卒。诗三卷。 晚唐诗人李洞有一百七十余首诗歌(残句六句)流传至今,其中涉及蜀中的诗篇约有三十首,占其创作总量的六分之一,足见蜀中经历在其诗歌创作中占有的重要地位。","l"
"29553","吴均","4","吴均（469年－520年），字叔庠。南朝梁史学家，文学家，时官吴兴主簿。明人辑有《吴朝清集》。","w"
"29554","王翰","6","王翰，唐代边塞诗人。字子羽，并州晋阳（今山西太原市）人，著名诗人。王翰这样一个有才气的诗人，其集不传。其诗载于《全唐诗》的，仅有14首。闻一多先生《唐诗大系》定王翰生卒年为公元687至726年，并未提出确切的材料依据。","w"
"29555","周紫芝","8","周紫芝（1082-1155），南宋文学家。字少隐，号竹坡居士，宣城（今安徽宣州市）人。绍兴进士。高宗绍兴十五年，为礼、兵部架阁文字。高宗绍兴十七年（1147）为右迪功郎敕令所删定官。历任枢密院编修官、右司员外郎。绍兴二十一年（1151）出知兴国军（治今湖北阳新），后退隐庐山。交游的人物主要有李之仪、吕好问吕本中父子、葛立方以及秦桧等，曾向秦桧父子献谀诗。约卒于绍兴末年。著有《太仓稊米集》、《竹坡诗话》、《竹坡词》。有子周畴。","z"
"29556","方岳","8","方岳(1199～1262),南宋诗人、词人。字巨山，号秋崖。祁门（今属安徽）人。绍定五年(1232)进士，授淮东安抚司□官。淳□中，以工部郎官充任赵葵淮南幕中参议官。后调知南康军。后因触犯湖广总领贾似道，被移治邵武军。后知袁州，因得罪权贵丁大全，被弹劾罢官。后复被起用知抚州，又因与贾似道的旧嫌而取消任命。","f"
"29557","曹松","6","曹松（828——903），唐代晚期诗人。字梦徵。舒州（今安徽桐城，一今安徽潜山）人。生卒年不详。早年曾避乱栖居洪都西山，后依建州刺史李频。李死后，流落江湖，无所遇合。光化四年(901)中进士，年已70余，特授校书郎（秘书省正字）而卒。","c"
"29558","杨巨源","6","唐代诗人。字景山，后改名巨济。河中（治所今山西永济）人。贞元五年(789)进士。初为张弘靖从事，由秘书郎擢太常博士，迁虞部员外郎。出为凤翔少尹，复召授国子司业。长庆四年(824)，辞官退休，执政请以为河中少尹，食其禄终身。关于杨巨源生年，据方崧卿《韩集举正》考订。韩愈《送杨少尹序》作于长庆四年（824），序中述及杨有“年满七十”、“去归其乡”语。由此推断，杨当生于755年，卒年不详。","y"
"29559","石孝友","8","石孝友，南宋词人，字次仲，江西南昌人。生卒年不详。宋孝宗乾道二年（1166）进士。填词常用俚俗之语，状写男女情爱。仕途不顺，不羡富贵，隐居于丘壑之间。 石孝友著有《金谷遗音》，《直斋书录解题》著录一卷，明《唐宋名贤百家词》本作《金谷词》，不分卷。有明汲古阁《宋六十名家词》本、《四部备要》排印本。《全宋词》据毛□校汲古阁本收录。","s"
"29560","赵彦端","8","赵彦端（1121~1175）字德庄，号介庵，汴人。生卒年均不详，约宋高宗绍兴末前后在世。工为词，尝赋西湖谒金门词，有“波底夕阳红湿”之句。高宗喜曰：“我家裹人也会作此”！……乾道、淳熙间，（公元一一七四年前后）以直宝文阁知建宁府。终左司郎官。彦端词以婉约纤秾胜，有介庵词四卷，及介庵集十卷，外集三卷，均《宋史艺文志》并行于世。","z"
"29561","元好问","9","元好问，字裕之，号遗山，太原秀容（今山西忻州）人；系出北魏鲜卑族拓跋氏，元好问过继叔父元格；七岁能诗，十四岁从学郝天挺，六载而业成；兴定五年（1221）进士，不就选；正大元年（1224 ），中博学宏词科，授儒林郎，充国史院编修，历镇平、南阳、内乡县令。八年（1231）秋，受诏入都，除尚书省掾、左司都事，转员外郎；金亡不仕，元宪宗七年卒于获鹿寓舍；工诗文，在金元之际颇负重望；诗词风格沉郁，并多伤时感事之作。其《论诗》绝句三十首在中国文学批评史上颇有地位；作有《遗山集》又名《遗山先生文集》，编有《中州集》。","y"
"29562","张继","6","张继（约715~约779）字懿孙，汉族，襄州人（今湖北襄阳人）。唐代诗人，他的生平不甚可知。据诸家记录，仅知他是天宝十二年（公元七五三年）的进士。大历中，以检校祠部员外郎为洪州（今江西南昌市）盐铁判官。他的诗爽朗激越，不事雕琢，比兴幽深，事理双切，对后世颇有影响。但可惜流传下来的不到50首。他的最著名的诗是《枫桥夜泊》。","z"
"29563","李德裕","6","李德裕（787—849），字文饶，唐代赵郡赞皇（今河北赞皇县）人，与其父李吉甫均为晚唐名相。唐文宗时，受李宗闵、牛僧儒等牛党势力倾轧，由翰林学士出为浙西观察使。太和七年，入相，复遭奸臣郑注、李训等人排斥，左迁。唐武宗即位后，李德裕再度入相，执政期间外平回鹘、内定昭义、裁汰冗官、协助武宗灭佛，功绩显赫。会昌四年八月，进封太尉、赵国公。唐武宗与李德裕之间的君臣相知成为晚唐之绝唱。后唐宣宗即位，李德裕由于位高权重，五贬为崖州司户。李德裕两度为相，太和年间为相1年8个月，会昌年间为相5年7个月，两次为相7年3个月。","l"
"29564","曹丕","3","曹魏高祖文皇帝曹丕（187年冬－226年6月29日），字子桓，三国时期著名的政治家、文学家，曹魏的开国皇帝，公元220－226年在位。他在位期间，平定边患。击退鲜卑，和匈奴、氐、羌等外夷修好，恢复汉朝在西域的设置。除军政以外，曹丕自幼好文学，于诗、赋、文学皆有成就，尤擅长于五言诗，与其父曹操和弟曹植，并称三曹，今存《魏文帝集》二卷。另外，曹丕著有《典论》，当中的《论文》是中国文学史上第一部有系统的文学批评专论作品。去世后庙号高祖（《资治通鉴》作世祖），谥为文皇帝，葬于首阳陵。","c"
"29565","刘向","2","刘向（约前77—前6） 原名更生，字子政，祖籍沛郡（今属江苏徐州）人。西汉经学家、目录学家、文学家。刘向的散文主要是秦疏和校雠古书的“叙录”，较有名的有《谏营昌陵疏》和《战国策叙录》，叙事简约，理论畅达、舒缓平易是其主要特色。","l"
"29566","晁端礼","8","晁端礼(1046～1113) 北宋词人。名一作元礼。字次膺。开德府清丰县（今属河南）人，因其父葬于济州任城（今山东济宁），遂为任城人。徽宗政和三年(1113),由于蔡京举荐,应诏来到京城。适逢宫禁中莲荷初生，他进《并蒂芙蓉》词，大得徽宗称赏。于是以承事郎为大晟府协律。黄称他与万俟雅言（咏）齐名，按月律进词（《唐宋诸贤绝妙词选》卷七）。未及供职即病逝。","c"
"29567","陈陶","6","陈陶(约公元812—约885年)：字嵩伯，号三教布衣。《全唐诗》卷七百四十五“陈陶”传作“岭南(一云鄱阳，一云剑浦)人”。然而从其《闽川梦归》等诗题，以及称建水(在今福建南平市东南，即闽江上游)一带山水为“家山”(《投赠福建路罗中丞》)来看，当是剑浦(今福建南平)人，而岭南(今广东广西一带)或鄱阳(今江西波阳)只是他的祖籍。早年游学长安，善天文历象，尤工诗。举进士不第，遂恣游名山。唐宣宗大中(847—860年)时，隐居洪州西山(在今江西新建县西)，后不知所终。有诗十卷，已散佚，后人辑有《陈嵩伯诗集》一卷。","c"
"29568","薛涛","6","薛涛（约768～832年），唐代女诗人，字洪度。长安（今陕西西安）人。因父亲薛郧做官而来到蜀地，父亲死后薛涛居于成都。居成都时，成都的最高地方军政长官剑南西川节度使前后更换十一届，大多与薛涛有诗文往来。韦皋任节度使时，拟奏请唐德宗授薛涛以秘书省校书郎官衔，但因格于旧例，未能实现，但人们却称之为“女校书”。曾居浣花溪（今有浣花溪公园）上，制作桃红色小笺写诗，后人仿制，称“薛涛笺”。成都望江楼公园有薛涛墓。","x"
"29569","秋瑾","12","秋瑾（1875年11月8日－1907年7月15日），女，中国女权和女学思想的倡导者，近代民主革命志士。第一批为推翻满清政权和数千年封建统治而牺牲的革命先驱，为辛亥革命做出了巨大贡献；提倡女权女学，为妇女解放运动的发展起到了巨大的推动作用。1907年7月15日凌晨，秋瑾从容就义于绍兴轩亭口，年仅32岁。","q"
"29570","张养浩","10","张养浩（1269—1329年），汉族，字希孟，号云庄，山东济南人，元代著名散曲家。诗、文兼擅，而以散曲著称。代表作有《山坡羊·潼关怀古》等。","z"
"29571","元结","6","元结（719～772年），中国唐代文学家。字次山，号漫叟 、聱叟 。河南鲁山人。天宝六载(747)应举落第后，归隐商余山。天宝十二载进士及第。安禄山反，曾率族人避难猗玗洞 （今湖北大冶境内），因号猗玗子。乾元二年(759)，任山南东道节度使史翙幕参谋，招募义兵，抗击史思明叛军，保全十五城。代宗时，任道州刺史，调容州，加封容州都督充本管经略守捉使，政绩颇丰。大历七年(772)入朝，同年卒于长安。","y"
"29572","杨炯","6","杨炯（650年－692年），汉族，弘农华阴（今属陕西）人，排行第七；唐朝诗人，初唐四杰之一。显庆六年（公元661年），年仅11岁的杨炯被举为神童，上元三年（676年）应制举及第，授校书郎。后又任崇文馆学士，迁詹事、司直。垂拱元年（685年），降官为梓州司法参军。天授元年（690年），任教于洛阳宫中习艺馆。如意元年（692年）秋后改任盈川县令，吏治以严酷著称，卒于任所。因此后人称他为“杨盈川”。","y"
"29573","陶弘景","4","陶弘景，南朝梁时丹阳秣陵（今江苏南京）人。著名的医药家、炼丹家、文学家，人称“山中宰相”。作品有《本草经集注》、《集金丹黄白方》、《二牛图》等。","t"
"29574","杨慎","11","杨慎（1488～1559）明代文学家，明代三大才子之首。字用修，号升庵，后因流放滇南，故自称博南山人、金马碧鸡老兵。杨廷和之子，汉族，四川新都（今成都市新都区）人，祖籍庐陵。正德六年状元，官翰林院修撰，豫修武宗实录。武宗微行出居庸关，上疏抗谏。世宗继位，任经筵讲官。嘉靖三年，因“大礼议”受廷杖，谪戍终老于云南永昌卫。终明一世记诵之博，著述之富，慎可推为第一。其诗虽不专主盛唐，仍有拟右倾向。贬谪以后，特多感愤。又能文、词及散曲，论古考证之作范围颇广。著作达百余种。后人辑为《升庵集》。","y"
"29575","吕渭老","8","吕渭老（生卒年不详），一作吕滨老，字圣求，嘉兴（今属浙江）人。宣和、靖康年间在朝做过小官，有诗名。南渡后情况不详。赵师岌序其词云：“宣和末，有吕圣求者，以诗名，讽咏中率寓爱君忧国意。”“圣求居嘉兴，名滨老，尝位周行，归老于家。”今存《圣求词》一卷。","l"
